1,1,822.00,349.00,193.00,481.00,0.909082,-1,-1,-1
1,2,1406.00,375.00,136.00,340.00,0.899068,-1,-1,-1
1,3,1166.00,308.00,178.00,482.00,0.885252,-1,-1,-1
1,4,982.00,328.00,170.00,517.00,0.860124,-1,-1,-1
1,5,1314.00,434.00,90.00,277.00,0.826484,-1,-1,-1
1,6,1688.00,527.00,70.00,191.00,0.823225,-1,-1,-1
1,7,1544.00,420.00,82.00,282.00,0.813341,-1,-1,-1
1,8,120.00,531.00,76.00,212.00,0.802566,-1,-1,-1
1,9,1824.00,420.00,94.00,215.00,0.795201,-1,-1,-1
2,1,823.00,351.00,193.00,480.00,0.901867,-1,-1,-1
2,2,1409.00,376.00,135.00,338.00,0.896266,-1,-1,-1
2,3,1177.00,311.00,177.00,480.00,0.910788,-1,-1,-1
2,4,993.00,329.00,169.00,516.00,0.869493,-1,-1,-1
2,5,1318.00,432.00,91.00,277.00,0.826517,-1,-1,-1
2,6,1692.00,528.00,70.00,191.00,0.837631,-1,-1,-1
2,7,1545.00,419.00,83.00,283.00,0.812026,-1,-1,-1
2,8,120.00,532.00,77.00,211.00,0.794044,-1,-1,-1
2,9,1825.00,421.00,93.00,214.00,0.786016,-1,-1,-1
3,1,830.00,352.00,192.00,477.00,0.907668,-1,-1,-1
3,2,1413.00,377.00,134.00,336.00,0.899760,-1,-1,-1
3,3,1183.00,314.00,176.00,477.00,0.912137,-1,-1,-1
3,4,1003.00,329.00,169.00,516.00,0.880306,-1,-1,-1
3,5,1322.00,431.00,90.00,277.00,0.784680,-1,-1,-1
3,6,1695.00,528.00,72.00,194.00,0.847593,-1,-1,-1
3,7,1546.00,420.00,82.00,282.00,0.805002,-1,-1,-1
3,8,121.00,532.00,76.00,211.00,0.803153,-1,-1,-1
3,9,1826.00,422.00,92.00,212.00,0.763275,-1,-1,-1
4,1,846.00,354.00,189.00,472.00,0.898831,-1,-1,-1
4,2,1417.00,378.00,133.00,335.00,0.903595,-1,-1,-1
4,3,1191.00,317.00,175.00,473.00,0.901300,-1,-1,-1
4,4,1030.00,332.00,168.00,510.00,0.893620,-1,-1,-1
4,5,1326.00,429.00,90.00,275.00,0.814567,-1,-1,-1
4,6,1701.00,531.00,70.00,191.00,0.836209,-1,-1,-1
4,7,1546.00,420.00,82.00,282.00,0.810779,-1,-1,-1
4,8,120.00,531.00,77.00,212.00,0.795902,-1,-1,-1
4,9,1826.00,420.00,93.00,213.00,0.827217,-1,-1,-1
5,1,863.00,354.00,185.00,465.00,0.901017,-1,-1,-1
5,2,1419.00,381.00,133.00,331.00,0.897964,-1,-1,-1
5,3,1196.00,320.00,171.00,465.00,0.904759,-1,-1,-1
5,4,1050.00,334.00,170.00,507.00,0.901259,-1,-1,-1
5,5,1330.00,426.00,90.00,276.00,0.806368,-1,-1,-1
5,6,1705.00,531.00,71.00,192.00,0.851896,-1,-1,-1
5,7,1547.00,420.00,81.00,281.00,0.804149,-1,-1,-1
5,8,120.00,532.00,77.00,211.00,0.803805,-1,-1,-1
5,9,1827.00,419.00,92.00,213.00,0.840988,-1,-1,-1
6,1,883.00,352.00,180.00,460.00,0.900184,-1,-1,-1
6,2,1423.00,384.00,132.00,328.00,0.891516,-1,-1,-1
6,3,1205.00,321.00,167.00,456.00,0.861645,-1,-1,-1
6,4,1063.00,337.00,173.00,503.00,0.905629,-1,-1,-1
6,5,1337.00,426.00,90.00,276.00,0.785740,-1,-1,-1
6,6,1711.00,531.00,71.00,192.00,0.844937,-1,-1,-1
6,7,1549.00,420.00,80.00,280.00,0.810084,-1,-1,-1
6,8,121.00,532.00,76.00,211.00,0.803734,-1,-1,-1
6,9,1828.00,419.00,92.00,212.00,0.823588,-1,-1,-1
6,11,34.00,499.00,75.00,249.00,0.499926,-1,-1,-1
7,1,891.00,351.00,178.00,459.00,0.893882,-1,-1,-1
7,2,1427.00,386.00,129.00,325.00,0.882352,-1,-1,-1
7,3,1209.00,321.00,166.00,457.00,0.873737,-1,-1,-1
7,4,1067.00,338.00,177.00,503.00,0.904707,-1,-1,-1
7,5,1344.00,426.00,88.00,276.00,0.812839,-1,-1,-1
7,6,1714.00,529.00,71.00,194.00,0.832491,-1,-1,-1
7,7,1550.00,421.00,80.00,279.00,0.821957,-1,-1,-1
7,8,120.00,531.00,76.00,213.00,0.795904,-1,-1,-1
7,9,1829.00,419.00,91.00,211.00,0.830590,-1,-1,-1
7,11,29.00,500.00,75.00,248.00,0.328622,-1,-1,-1
