1,1,1369.00,415.00,85.00,291.00,0.848642,-1,-1,-1
1,3,1635.00,413.00,148.00,467.00,0.831247,-1,-1,-1
1,4,883.00,417.00,138.00,526.00,0.831155,-1,-1,-1
1,5,769.00,446.00,80.00,207.00,0.827104,-1,-1,-1
1,6,1010.00,402.00,169.00,626.00,0.818242,-1,-1,-1
1,7,0.00,682.00,115.00,176.00,0.690671,-1,-1,-1
1,8,381.00,462.00,44.00,113.00,0.632525,-1,-1,-1
1,9,507.00,454.00,36.00,106.00,0.625490,-1,-1,-1
1,10,1569.00,409.00,115.00,391.00,0.513478,-1,-1,-1
1,13,672.00,482.00,54.00,120.00,0.444359,-1,-1,-1
1,14,733.00,477.00,45.00,122.00,0.435331,-1,-1,-1
1,15,1171.00,447.00,44.00,102.00,0.397260,-1,-1,-1
1,16,1842.00,461.00,70.00,192.00,0.367997,-1,-1,-1
2,1,1359.00,415.00,85.00,291.00,0.862583,-1,-1,-1
2,3,1643.00,410.00,151.00,478.00,0.830146,-1,-1,-1
2,4,883.00,417.00,140.00,530.00,0.826996,-1,-1,-1
2,5,770.00,451.00,79.00,203.00,0.787100,-1,-1,-1
2,6,1013.00,398.00,170.00,628.00,0.832147,-1,-1,-1
2,7,0.00,641.00,129.00,217.00,0.709677,-1,-1,-1
2,8,380.00,462.00,44.00,113.00,0.629946,-1,-1,-1
2,9,507.00,453.00,36.00,106.00,0.622236,-1,-1,-1
2,10,1580.00,408.00,116.00,398.00,0.482178,-1,-1,-1
2,13,672.00,482.00,53.00,118.00,0.442009,-1,-1,-1
2,14,734.00,477.00,45.00,122.00,0.411294,-1,-1,-1
2,15,1172.00,445.00,45.00,104.00,0.487554,-1,-1,-1
2,16,1843.00,463.00,69.00,190.00,0.298435,-1,-1,-1
3,1,1350.00,418.00,85.00,288.00,0.873571,-1,-1,-1
3,3,1650.00,409.00,154.00,488.00,0.849266,-1,-1,-1
3,4,880.00,416.00,140.00,533.00,0.816365,-1,-1,-1
3,5,774.00,447.00,81.00,207.00,0.798622,-1,-1,-1
3,6,1015.00,398.00,170.00,627.00,0.836135,-1,-1,-1
3,7,0.00,593.00,145.00,265.00,0.712919,-1,-1,-1
3,8,380.00,462.00,44.00,113.00,0.630257,-1,-1,-1
3,9,507.00,453.00,35.00,107.00,0.655582,-1,-1,-1
3,10,1584.00,408.00,117.00,402.00,0.440446,-1,-1,-1
3,13,673.00,482.00,51.00,115.00,0.507994,-1,-1,-1
3,14,735.00,478.00,43.00,118.00,0.348384,-1,-1,-1
3,15,1174.00,446.00,45.00,103.00,0.577931,-1,-1,-1
3,16,1841.00,459.00,70.00,194.00,0.421546,-1,-1,-1
4,1,1342.00,419.00,85.00,286.00,0.884415,-1,-1,-1
4,3,1660.00,409.00,156.00,496.00,0.823764,-1,-1,-1
4,4,879.00,416.00,141.00,533.00,0.821150,-1,-1,-1
4,5,777.00,446.00,81.00,208.00,0.811632,-1,-1,-1
4,6,1021.00,399.00,170.00,625.00,0.855288,-1,-1,-1
4,7,0.00,457.00,186.00,401.00,0.437715,-1,-1,-1
4,8,380.00,462.00,44.00,113.00,0.613192,-1,-1,-1
4,9,507.00,454.00,35.00,106.00,0.650901,-1,-1,-1
4,10,1594.00,408.00,116.00,403.00,0.598301,-1,-1,-1
4,13,672.00,481.00,53.00,120.00,0.493046,-1,-1,-1
4,14,735.00,478.00,43.00,118.00,0.418726,-1,-1,-1
4,15,1178.00,446.00,43.00,101.00,0.536851,-1,-1,-1
