1,1,1369.00,415.00,85.00,291.00,0.848612,-1,-1,-1
1,3,1635.00,413.00,148.00,467.00,0.831388,-1,-1,-1
1,4,883.00,417.00,138.00,526.00,0.831087,-1,-1,-1
1,5,769.00,446.00,80.00,207.00,0.827169,-1,-1,-1
1,6,1010.00,402.00,169.00,626.00,0.818179,-1,-1,-1
1,7,0.00,682.00,115.00,176.00,0.690303,-1,-1,-1
1,8,381.00,462.00,44.00,113.00,0.632675,-1,-1,-1
1,9,507.00,454.00,36.00,106.00,0.625607,-1,-1,-1
1,10,1569.00,409.00,115.00,391.00,0.512718,-1,-1,-1
1,13,672.00,482.00,54.00,120.00,0.444295,-1,-1,-1
1,14,733.00,477.00,45.00,122.00,0.435388,-1,-1,-1
1,15,1171.00,447.00,44.00,102.00,0.397288,-1,-1,-1
1,16,1842.00,461.00,70.00,192.00,0.368099,-1,-1,-1
2,1,1359.00,415.00,85.00,291.00,0.862453,-1,-1,-1
2,3,1643.00,410.00,151.00,478.00,0.830056,-1,-1,-1
2,4,883.00,417.00,140.00,530.00,0.826926,-1,-1,-1
2,5,770.00,451.00,79.00,203.00,0.787064,-1,-1,-1
2,6,1013.00,398.00,170.00,628.00,0.832043,-1,-1,-1
2,7,0.00,641.00,129.00,217.00,0.709274,-1,-1,-1
2,8,380.00,462.00,44.00,113.00,0.630085,-1,-1,-1
2,9,507.00,453.00,36.00,106.00,0.622277,-1,-1,-1
2,10,1580.00,408.00,116.00,398.00,0.482148,-1,-1,-1
2,13,672.00,482.00,53.00,118.00,0.441924,-1,-1,-1
2,14,734.00,477.00,45.00,122.00,0.411537,-1,-1,-1
2,15,1172.00,445.00,45.00,104.00,0.487416,-1,-1,-1
2,16,1843.00,463.00,69.00,190.00,0.298237,-1,-1,-1
3,1,1350.00,418.00,85.00,288.00,0.873474,-1,-1,-1
3,3,1650.00,409.00,154.00,488.00,0.849178,-1,-1,-1
3,4,880.00,416.00,140.00,533.00,0.816220,-1,-1,-1
3,5,774.00,447.00,81.00,207.00,0.798466,-1,-1,-1
3,6,1015.00,398.00,170.00,627.00,0.836118,-1,-1,-1
3,7,0.00,593.00,145.00,265.00,0.712830,-1,-1,-1
3,8,380.00,462.00,44.00,113.00,0.630391,-1,-1,-1
3,9,507.00,453.00,35.00,107.00,0.655593,-1,-1,-1
3,10,1584.00,408.00,117.00,402.00,0.440298,-1,-1,-1
3,13,673.00,482.00,51.00,115.00,0.507867,-1,-1,-1
3,14,735.00,478.00,43.00,118.00,0.348478,-1,-1,-1
3,15,1174.00,446.00,45.00,103.00,0.577928,-1,-1,-1
3,16,1841.00,459.00,70.00,194.00,0.421366,-1,-1,-1
4,1,1342.00,419.00,85.00,286.00,0.884397,-1,-1,-1
4,3,1660.00,409.00,156.00,496.00,0.823868,-1,-1,-1
4,4,879.00,416.00,141.00,533.00,0.821236,-1,-1,-1
4,5,777.00,446.00,81.00,208.00,0.811601,-1,-1,-1
4,6,1021.00,399.00,170.00,625.00,0.855341,-1,-1,-1
4,7,0.00,457.00,186.00,401.00,0.438313,-1,-1,-1
4,8,380.00,462.00,44.00,113.00,0.612780,-1,-1,-1
4,9,507.00,454.00,35.00,106.00,0.651049,-1,-1,-1
4,10,1594.00,408.00,116.00,403.00,0.598435,-1,-1,-1
4,13,672.00,481.00,53.00,120.00,0.492976,-1,-1,-1
4,14,735.00,478.00,43.00,118.00,0.418072,-1,-1,-1
4,15,1178.00,446.00,43.00,101.00,0.536792,-1,-1,-1
4,16,1841.00,458.00,71.00,196.00,0.332258,-1,-1,-1
5,1,1334.00,422.00,87.00,284.00,0.897983,-1,-1,-1
5,3,1673.00,413.00,156.00,495.00,0.818702,-1,-1,-1
5,4,881.00,416.00,141.00,534.00,0.819751,-1,-1,-1
5,5,776.00,450.00,80.00,205.00,0.799983,-1,-1,-1
5,6,1028.00,400.00,170.00,622.00,0.858583,-1,-1,-1
5,7,0.00,402.00,200.00,456.00,0.859634,-1,-1,-1
5,8,380.00,462.00,44.00,112.00,0.617846,-1,-1,-1
5,9,506.00,454.00,36.00,106.00,0.674160,-1,-1,-1
5,10,1605.00,409.00,116.00,400.00,0.639296,-1,-1,-1
5,13,675.00,480.00,51.00,114.00,0.538477,-1,-1,-1
5,14,735.00,479.00,43.00,115.00,0.487856,-1,-1,-1
5,15,1181.00,444.00,44.00,103.00,0.527184,-1,-1,-1
5,16,1841.00,456.00,72.00,197.00,0.328713,-1,-1,-1
5,20,557.00,457.00,23.00,59.00,0.355340,-1,-1,-1
6,1,1328.00,426.00,88.00,280.00,0.901824,-1,-1,-1
6,3,1695.00,416.00,162.00,502.00,0.873027,-1,-1,-1
6,4,881.00,415.00,141.00,535.00,0.823648,-1,-1,-1
6,5,780.00,447.00,81.00,208.00,0.824073,-1,-1,-1
6,6,1034.00,397.00,172.00,622.00,0.848817,-1,-1,-1
6,7,0.00,379.00,202.00,479.00,0.859422,-1,-1,-1
6,8,380.00,462.00,44.00,113.00,0.621328,-1,-1,-1
6,9,505.00,454.00,35.00,106.00,0.651352,-1,-1,-1
6,10,1613.00,408.00,115.00,400.00,0.726283,-1,-1,-1
6,13,675.00,482.00,49.00,109.00,0.505179,-1,-1,-1
6,14,736.00,478.00,43.00,116.00,0.503309,-1,-1,-1
6,15,1184.00,444.00,44.00,103.00,0.498956,-1,-1,-1
6,16,1842.00,457.00,72.00,197.00,0.303918,-1,-1,-1
6,20,557.00,458.00,23.00,57.00,0.282361,-1,-1,-1
7,1,1321.00,427.00,91.00,278.00,0.905590,-1,-1,-1
7,3,1709.00,418.00,165.00,501.00,0.857875,-1,-1,-1
7,4,882.00,415.00,141.00,535.00,0.833216,-1,-1,-1
7,5,783.00,445.00,81.00,210.00,0.791677,-1,-1,-1
7,6,1038.00,396.00,174.00,621.00,0.878891,-1,-1,-1
7,7,0.00,370.00,199.00,488.00,0.840454,-1,-1,-1
7,8,380.00,462.00,44.00,113.00,0.627544,-1,-1,-1
7,9,504.00,454.00,36.00,106.00,0.640071,-1,-1,-1
7,10,1617.00,406.00,117.00,402.00,0.773916,-1,-1,-1
7,13,677.00,483.00,48.00,106.00,0.466353,-1,-1,-1
7,14,736.00,478.00,45.00,118.00,0.587455,-1,-1,-1
7,15,1186.00,445.00,45.00,103.00,0.558632,-1,-1,-1
7,16,1843.00,457.00,71.00,196.00,0.246474,-1,-1,-1
7,20,558.00,458.00,22.00,57.00,0.229917,-1,-1,-1
8,1,1313.00,428.00,94.00,276.00,0.896282,-1,-1,-1
8,3,1712.00,420.00,171.00,503.00,0.890694,-1,-1,-1
