1,1,822.00,349.00,193.00,481.00,0.909015,-1,-1,-1
1,2,1406.00,375.00,136.00,340.00,0.898991,-1,-1,-1
1,3,1166.00,308.00,178.00,482.00,0.885356,-1,-1,-1
1,4,982.00,328.00,170.00,517.00,0.860092,-1,-1,-1
1,5,1314.00,434.00,90.00,277.00,0.826482,-1,-1,-1
1,6,1688.00,527.00,70.00,191.00,0.823305,-1,-1,-1
1,7,1544.00,420.00,82.00,282.00,0.813337,-1,-1,-1
1,8,120.00,531.00,76.00,212.00,0.802617,-1,-1,-1
1,9,1824.00,420.00,94.00,215.00,0.795109,-1,-1,-1
2,1,823.00,351.00,193.00,480.00,0.901759,-1,-1,-1
2,2,1409.00,376.00,135.00,338.00,0.896173,-1,-1,-1
2,3,1177.00,311.00,177.00,480.00,0.910784,-1,-1,-1
2,4,993.00,329.00,169.00,516.00,0.869532,-1,-1,-1
2,5,1318.00,432.00,91.00,277.00,0.826493,-1,-1,-1
2,6,1692.00,528.00,70.00,191.00,0.837511,-1,-1,-1
2,7,1545.00,419.00,83.00,283.00,0.812248,-1,-1,-1
2,8,120.00,532.00,77.00,211.00,0.794062,-1,-1,-1
2,9,1825.00,421.00,93.00,214.00,0.786202,-1,-1,-1
3,1,830.00,352.00,192.00,477.00,0.907628,-1,-1,-1
3,2,1413.00,377.00,134.00,336.00,0.899715,-1,-1,-1
3,3,1183.00,314.00,176.00,477.00,0.912129,-1,-1,-1
3,4,1003.00,330.00,169.00,515.00,0.880354,-1,-1,-1
3,5,1322.00,431.00,90.00,277.00,0.784566,-1,-1,-1
3,6,1695.00,528.00,72.00,194.00,0.847568,-1,-1,-1
3,7,1546.00,420.00,82.00,282.00,0.805025,-1,-1,-1
3,8,121.00,532.00,76.00,211.00,0.803144,-1,-1,-1
3,9,1826.00,422.00,92.00,212.00,0.763267,-1,-1,-1
4,1,846.00,354.00,189.00,472.00,0.898891,-1,-1,-1
4,2,1417.00,378.00,133.00,335.00,0.903547,-1,-1,-1
4,3,1191.00,317.00,174.00,473.00,0.901345,-1,-1,-1
4,4,1030.00,332.00,168.00,510.00,0.893570,-1,-1,-1
4,5,1326.00,429.00,90.00,275.00,0.814665,-1,-1,-1
4,6,1701.00,531.00,70.00,191.00,0.836189,-1,-1,-1
4,7,1546.00,420.00,82.00,282.00,0.810785,-1,-1,-1
4,8,120.00,531.00,77.00,212.00,0.795998,-1,-1,-1
4,9,1826.00,420.00,93.00,213.00,0.827289,-1,-1,-1
5,1,863.00,354.00,185.00,465.00,0.900941,-1,-1,-1
5,2,1419.00,381.00,133.00,331.00,0.897886,-1,-1,-1
5,3,1196.00,320.00,171.00,465.00,0.904773,-1,-1,-1
5,4,1050.00,334.00,170.00,507.00,0.901148,-1,-1,-1
5,5,1330.00,426.00,90.00,276.00,0.806275,-1,-1,-1
5,6,1705.00,531.00,71.00,192.00,0.851899,-1,-1,-1
5,7,1547.00,420.00,81.00,281.00,0.804073,-1,-1,-1
5,8,120.00,532.00,77.00,211.00,0.803864,-1,-1,-1
5,9,1827.00,419.00,92.00,213.00,0.841080,-1,-1,-1
6,1,883.00,352.00,180.00,460.00,0.900162,-1,-1,-1
6,2,1423.00,384.00,132.00,328.00,0.891479,-1,-1,-1
6,3,1205.00,321.00,167.00,456.00,0.861681,-1,-1,-1
6,4,1063.00,337.00,173.00,503.00,0.905537,-1,-1,-1
6,5,1337.00,426.00,90.00,276.00,0.785606,-1,-1,-1
6,6,1711.00,531.00,71.00,192.00,0.844733,-1,-1,-1
6,7,1549.00,420.00,80.00,280.00,0.810268,-1,-1,-1
6,8,121.00,532.00,76.00,211.00,0.803803,-1,-1,-1
6,9,1828.00,419.00,92.00,212.00,0.823651,-1,-1,-1
6,11,34.00,499.00,75.00,249.00,0.500158,-1,-1,-1
7,1,891.00,351.00,178.00,459.00,0.893892,-1,-1,-1
7,2,1427.00,386.00,129.00,325.00,0.882317,-1,-1,-1
7,3,1209.00,321.00,166.00,457.00,0.873794,-1,-1,-1
7,4,1067.00,338.00,177.00,503.00,0.904617,-1,-1,-1
7,5,1344.00,426.00,88.00,276.00,0.812706,-1,-1,-1
7,6,1714.00,529.00,71.00,194.00,0.832530,-1,-1,-1
7,7,1550.00,421.00,80.00,279.00,0.821989,-1,-1,-1
7,8,120.00,531.00,76.00,213.00,0.795794,-1,-1,-1
7,9,1829.00,419.00,91.00,211.00,0.830529,-1,-1,-1
7,11,29.00,500.00,75.00,248.00,0.328152,-1,-1,-1
